Time,Weight,Change,BMI,Body Fat,Skeletal Muscle Mass,Bone Mass,Body Water,
05:07,61.5 kg,0.7 kg,19.2,13.9 %,26.8 kg,3.4 kg,62.9 %,
" 25 Apr 2025",
05:03,62.2 kg,0.5 kg,19.4,13.9 %,27.0 kg,3.5 kg,62.8 %,
" 24 Apr 2025",
06:02,62.7 kg,0.6 kg,19.6,14 %,27.1 kg,3.5 kg,62.8 %,
" 23 Apr 2025",
05:20,63.3 kg,0.1 kg,19.7,14 %,27.2 kg,3.5 kg,62.8 %,
" 22 Apr 2025",
06:08,63.4 kg,0.1 kg,19.8,13.3 %,27.2 kg,3.6 kg,63.3 %,
" 17 Apr 2025",
06:02,63.5 kg,0.4 kg,19.8,14.8 %,27.3 kg,3.5 kg,62.2 %,
" 16 Apr 2025",
05:05,63.9 kg,1.1 kg,19.9,14.5 %,27.4 kg,3.5 kg,62.4 %,
" 14 Apr 2025",
05:09,62.8 kg,0.1 kg,19.6,14.7 %,27.1 kg,3.5 kg,62.3 %,
" 12 Apr 2025",
06:20,62.7 kg,0.1 kg,19.6,15 %,27.1 kg,3.4 kg,62.0 %,
" 11 Apr 2025",
05:04,62.8 kg,0.4 kg,19.6,15.6 %,27.1 kg,3.4 kg,61.6 %,
" 10 Apr 2025",
06:05,63.2 kg,0.3 kg,19.7,15.4 %,27.2 kg,3.4 kg,61.8 %,
" 9 Apr 2025",
05:05,63.5 kg,0.6 kg,19.8,15.5 %,27.3 kg,3.5 kg,61.7 %,
" 8 Apr 2025",
05:58,64.1 kg,0.5 kg,20,13.5 %,27.4 kg,3.6 kg,63.2 %,
" 5 Apr 2025",
06:31,63.6 kg,0.6 kg,19.8,13.1 %,27.3 kg,3.6 kg,63.4 %,
" 4 Apr 2025",
05:07,63.0 kg,0.5 kg,19.7,12.8 %,27.2 kg,3.6 kg,63.7 %,
" 3 Apr 2025",
06:17,63.5 kg,0.0 kg,19.8,14.6 %,27.3 kg,3.5 kg,62.4 %,
" 2 Apr 2025",
05:05,63.5 kg,0.8 kg,19.8,15.6 %,27.3 kg,3.5 kg,61.6 %,
" 1 Apr 2025",
05:58,62.7 kg,0.8 kg,19.6,14 %,27.1 kg,3.5 kg,62.8 %,
" 30 Mar 2025",
07:08,63.5 kg,0.3 kg,19.8,12.8 %,27.3 kg,3.6 kg,63.7 %,
" 29 Mar 2025",
06:12,63.2 kg,0.4 kg,19.7,13.8 %,27.2 kg,3.5 kg,62.9 %,
" 28 Mar 2025",
05:04,62.8 kg,0.4 kg,19.6,13 %,27.1 kg,3.5 kg,63.5 %,
" 27 Mar 2025",
05:57,63.2 kg,0.2 kg,19.7,13 %,27.2 kg,3.6 kg,63.5 %,
" 25 Mar 2025",
05:59,63.4 kg,0.6 kg,19.8,14.9 %,27.3 kg,3.5 kg,62.1 %,
" 24 Mar 2025",
05:09,62.8 kg,0.4 kg,19.6,15.3 %,27.1 kg,3.4 kg,61.8 %,
" 23 Mar 2025",
06:21,62.4 kg,0.7 kg,19.5,15.6 %,27.0 kg,3.4 kg,61.6 %,
" 22 Mar 2025",
06:38,63.1 kg,0.2 kg,19.7,14.4 %,27.2 kg,3.5 kg,62.5 %,
" 21 Mar 2025",
05:04,62.9 kg,0.7 kg,19.6,14.5 %,27.1 kg,3.5 kg,62.4 %,
" 20 Mar 2025",
06:01,63.6 kg,0.1 kg,19.9,16 %,27.3 kg,3.4 kg,61.3 %,
" 19 Mar 2025",
05:07,63.5 kg,0.4 kg,19.8,15.4 %,27.3 kg,3.5 kg,61.7 %,
" 18 Mar 2025",
06:08,63.9 kg,0.2 kg,19.9,15 %,27.4 kg,3.5 kg,62.1 %,
" 17 Mar 2025",
05:05,64.1 kg,0.4 kg,20,15.7 %,27.4 kg,3.5 kg,61.5 %,
" 16 Mar 2025",
08:50,63.7 kg,0.2 kg,19.9,15.1 %,27.3 kg,3.5 kg,62.0 %,
" 13 Mar 2025",
06:01,63.9 kg,0.6 kg,19.9,14.9 %,27.4 kg,3.5 kg,62.1 %,
" 11 Mar 2025",
06:16,64.5 kg,1.0 kg,20.1,15.4 %,27.5 kg,3.5 kg,61.7 %,
" 10 Mar 2025",
06:06,65.5 kg,1.5 kg,20.4,17 %,27.8 kg,3.5 kg,60.6 %,
" 2 Mar 2025",
06:34,64.0 kg,0.2 kg,20,15.7 %,27.4 kg,3.5 kg,61.6 %,
" 1 Mar 2025",
06:37,63.8 kg,0.2 kg,19.9,--,--,--,--,
" 28 Feb 2025",
05:08,64.0 kg,0.7 kg,20,13.3 %,27.4 kg,3.6 kg,63.3 %,
" 27 Feb 2025",
06:15,64.7 kg,0.1 kg,20.2,14.5 %,27.5 kg,3.6 kg,62.4 %,
" 26 Feb 2025",
06:10,64.6 kg,0.5 kg,20.2,15.4 %,27.5 kg,3.5 kg,61.7 %,
" 25 Feb 2025",
05:59,65.1 kg,0.6 kg,20.3,15.6 %,27.6 kg,3.6 kg,61.6 %,
" 24 Feb 2025",
05:06,64.5 kg,0.4 kg,20.1,16.1 %,27.5 kg,3.5 kg,61.3 %,
" 21 Feb 2025",
05:07,64.9 kg,0.6 kg,20.2,15.1 %,27.6 kg,3.6 kg,62.0 %,
" 20 Feb 2025",
05:58,64.3 kg,0.3 kg,20.1,14.8 %,27.5 kg,3.6 kg,62.2 %,
" 19 Feb 2025",
06:01,64.6 kg,0.1 kg,20.2,15.9 %,27.5 kg,3.5 kg,61.4 %,
" 18 Feb 2025",
05:58,64.7 kg,0.5 kg,20.2,17.1 %,27.6 kg,3.5 kg,60.5 %,
" 17 Feb 2025",
05:09,65.2 kg,0.2 kg,20.4,16.9 %,27.7 kg,3.5 kg,60.6 %,
" 16 Feb 2025",
07:42,65.0 kg,0.6 kg,20.3,17.2 %,27.6 kg,3.5 kg,60.4 %,
" 15 Feb 2025",
07:21,65.6 kg,0.7 kg,20.5,16.6 %,27.8 kg,3.5 kg,60.9 %,
" 13 Feb 2025",
06:13,66.3 kg,0.2 kg,20.7,15.4 %,28.0 kg,3.7 kg,61.8 %,
" 12 Feb 2025",
05:08,66.1 kg,0.0 kg,20.6,15.6 %,27.9 kg,3.7 kg,61.6 %,
" 11 Feb 2025",
06:47,66.1 kg,0.0 kg,20.6,15 %,27.9 kg,3.7 kg,62.1 %,
" 10 Feb 2025",
05:06,66.1 kg,0.7 kg,20.6,15 %,27.9 kg,3.7 kg,62.1 %,
" 7 Feb 2025",
05:04,65.4 kg,0.5 kg,20.4,16.5 %,27.7 kg,3.5 kg,61.0 %,
" 5 Feb 2025",
05:04,64.9 kg,0.4 kg,20.3,17.5 %,27.6 kg,3.5 kg,60.2 %,
" 4 Feb 2025",
06:45,65.3 kg,0.4 kg,20.4,15.9 %,27.7 kg,3.6 kg,61.4 %,
" 3 Feb 2025",
06:10,65.7 kg,0.5 kg,20.5,15.8 %,27.8 kg,3.6 kg,61.5 %,
" 2 Feb 2025",
07:39,66.2 kg,1.6 kg,20.7,16.6 %,27.9 kg,3.6 kg,60.9 %,
" 31 Jan 2025",
05:02,67.8 kg,2.1 kg,21.2,15.1 %,28.3 kg,3.8 kg,62.0 %,
" 30 Jan 2025",
06:37,65.7 kg,0.5 kg,20.5,14.7 %,27.8 kg,3.7 kg,62.3 %,
" 29 Jan 2025",
05:11,65.2 kg,0.6 kg,20.3,15.8 %,27.7 kg,3.6 kg,61.4 %,
" 28 Jan 2025",
06:07,65.8 kg,0.6 kg,20.5,15.8 %,27.8 kg,3.6 kg,61.4 %,
" 27 Jan 2025",
07:08,66.4 kg,0.5 kg,20.7,17.6 %,28.0 kg,3.5 kg,60.1 %,
" 24 Jan 2025",
07:50,66.9 kg,0.4 kg,20.9,15.7 %,28.1 kg,3.7 kg,61.5 %,
" 16 Jan 2025",
06:04,66.5 kg,0.4 kg,20.8,15.1 %,28.0 kg,3.7 kg,61.9 %,
" 15 Jan 2025",
06:31,66.9 kg,0.2 kg,20.9,14.5 %,28.1 kg,3.8 kg,62.4 %,
" 14 Jan 2025",
06:03,67.1 kg,0.2 kg,20.9,13.9 %,28.1 kg,3.8 kg,62.8 %,
" 13 Jan 2025",
06:05,67.3 kg,0.6 kg,21,13.1 %,28.2 kg,3.9 kg,63.5 %,
" 12 Jan 2025",
06:51,66.7 kg,2.1 kg,20.8,14.4 %,28.0 kg,3.8 kg,62.5 %,
" 11 Jan 2025",
08:08,64.6 kg,3.8 kg,20.2,14.3 %,27.5 kg,3.6 kg,62.6 %,
" 20 Dec 2024",
06:01,68.4 kg,0.6 kg,21.3,18 %,28.5 kg,3.7 kg,59.9 %,
" 19 Dec 2024",
09:18,69.0 kg,0.0 kg,21.5,16.5 %,28.6 kg,3.8 kg,61.0 %,
" 18 Dec 2024",
06:03,69.0 kg,1.8 kg,21.5,18.4 %,28.6 kg,3.7 kg,59.6 %,
" 17 Dec 2024",
06:06,70.8 kg,1.9 kg,22.1,17.1 %,29.0 kg,3.9 kg,60.5 %,
" 16 Dec 2024",
06:14,68.9 kg,0.8 kg,21.5,18.1 %,28.6 kg,3.7 kg,59.8 %,
" 15 Dec 2024",
07:04,68.1 kg,0.9 kg,21.2,17.4 %,28.4 kg,3.7 kg,60.3 %,
" 14 Dec 2024",
08:03,69.0 kg,0.5 kg,21.5,18.7 %,28.6 kg,3.7 kg,59.3 %,
" 13 Dec 2024",
06:08,69.5 kg,0.5 kg,21.7,17.8 %,28.7 kg,3.8 kg,60.0 %,
" 12 Dec 2024",
06:07,69.0 kg,0.6 kg,21.5,17.6 %,28.6 kg,3.8 kg,60.2 %,
" 11 Dec 2024",
06:55,69.6 kg,0.4 kg,21.7,17.4 %,28.8 kg,3.8 kg,60.3 %,
" 10 Dec 2024",
06:04,70.0 kg,0.3 kg,21.8,17.2 %,28.9 kg,3.9 kg,60.4 %,
" 9 Dec 2024",
06:04,69.7 kg,0.1 kg,21.8,17 %,28.8 kg,3.8 kg,60.6 %,
" 8 Dec 2024",
06:05,69.6 kg,0.5 kg,21.7,--,--,--,--,
" 7 Dec 2024",
07:10,69.1 kg,0.6 kg,21.6,17.5 %,28.6 kg,3.8 kg,60.2 %,
" 6 Dec 2024",
06:06,69.7 kg,0.1 kg,21.8,16.8 %,28.8 kg,3.9 kg,60.7 %,
" 5 Dec 2024",
06:02,69.6 kg,1.0 kg,21.7,15.3 %,28.8 kg,4.0 kg,61.8 %,
" 4 Dec 2024",
06:05,68.6 kg,0.7 kg,21.4,16.7 %,28.5 kg,3.8 kg,60.8 %,
" 3 Dec 2024",
06:08,69.3 kg,0.3 kg,21.6,15.6 %,28.7 kg,3.9 kg,61.6 %,
" 2 Dec 2024",
06:02,69.0 kg,0.0 kg,21.5,18.4 %,28.6 kg,3.7 kg,59.6 %,
" 1 Dec 2024",
07:34,69.0 kg,2.3 kg,21.5,18.6 %,28.7 kg,3.7 kg,59.4 %,
07:34,71.3 kg,2.0 kg,22.2,19.2 %,29.3 kg,3.8 kg,59.0 %,
" 29 Nov 2024",
06:03,69.3 kg,0.0 kg,21.6,16.3 %,28.7 kg,3.9 kg,61.1 %,
" 28 Nov 2024",
06:14,69.3 kg,0.5 kg,21.6,18.2 %,28.7 kg,3.7 kg,59.7 %,
" 27 Nov 2024",
05:59,69.8 kg,0.4 kg,21.8,17.8 %,28.8 kg,3.8 kg,60.0 %,
" 26 Nov 2024",
06:29,70.2 kg,0.6 kg,21.9,17.5 %,28.9 kg,3.8 kg,60.2 %,
" 25 Nov 2024",
06:07,70.8 kg,0.6 kg,22.1,18.2 %,29.0 kg,3.9 kg,59.7 %,
" 24 Nov 2024",
07:37,70.2 kg,0.2 kg,21.9,17.3 %,28.9 kg,3.9 kg,60.4 %,
" 23 Nov 2024",
07:24,70.4 kg,0.1 kg,22,18.8 %,29.0 kg,3.8 kg,59.3 %,
" 22 Nov 2024",
06:21,70.5 kg,0.0 kg,22,17 %,29.0 kg,3.9 kg,60.6 %,
" 21 Nov 2024",
06:24,70.5 kg,0.1 kg,22,16.9 %,29.0 kg,3.9 kg,60.6 %,
" 20 Nov 2024",
05:23,70.6 kg,0.1 kg,22,16.9 %,29.0 kg,3.9 kg,60.6 %,
" 19 Nov 2024",
06:10,70.7 kg,0.2 kg,22.1,17 %,29.0 kg,3.9 kg,60.6 %,
" 18 Nov 2024",
06:06,70.9 kg,0.1 kg,22.1,15.2 %,29.1 kg,4.1 kg,61.9 %,
" 17 Nov 2024",
07:38,70.8 kg,0.6 kg,22.1,17.5 %,29.0 kg,3.9 kg,60.2 %,
" 16 Nov 2024",
06:56,71.4 kg,0.2 kg,22.3,17 %,29.2 kg,4.0 kg,60.6 %,
" 15 Nov 2024",
06:05,71.2 kg,0.6 kg,22.2,16.6 %,29.1 kg,4.0 kg,60.9 %,
" 14 Nov 2024",
07:36,70.6 kg,0.0 kg,22,16.4 %,29.0 kg,4.0 kg,61.0 %,
" 13 Nov 2024",
17:59,70.6 kg,0.0 kg,22,--,--,--,--,
06:11,70.6 kg,0.6 kg,22,18 %,29.0 kg,3.8 kg,59.9 %,
" 12 Nov 2024",
05:57,71.2 kg,0.6 kg,22.2,17.5 %,29.1 kg,3.9 kg,60.2 %,
" 11 Nov 2024",
06:04,70.6 kg,1.5 kg,22,16.7 %,29.0 kg,3.9 kg,60.8 %,
" 10 Nov 2024",
10:05,72.1 kg,1.1 kg,22.5,15.5 %,29.4 kg,4.2 kg,61.7 %,
06:02,71.0 kg,0.5 kg,22.2,16 %,29.1 kg,4.0 kg,61.3 %,
" 9 Nov 2024",
08:47,71.5 kg,0.1 kg,22.3,16.3 %,29.2 kg,4.0 kg,61.1 %,
" 8 Nov 2024",
05:59,71.6 kg,0.1 kg,22.3,15 %,29.2 kg,4.1 kg,62.1 %,
" 7 Nov 2024",
06:04,71.7 kg,0.1 kg,22.4,13.9 %,29.3 kg,4.2 kg,62.9 %,
" 6 Nov 2024",
06:03,71.6 kg,0.6 kg,22.3,15.8 %,29.2 kg,4.1 kg,61.5 %,
" 5 Nov 2024",
07:13,72.2 kg,0.2 kg,22.5,--,--,--,--,
" 3 Nov 2024",
07:37,72.4 kg,0.7 kg,22.6,17.2 %,29.4 kg,4.1 kg,60.4 %,
" 2 Nov 2024",
06:56,71.7 kg,0.2 kg,22.4,16.8 %,29.3 kg,4.0 kg,60.7 %,
" 1 Nov 2024",
07:05,71.9 kg,0.4 kg,22.4,15.1 %,29.3 kg,4.2 kg,62.0 %,
" 31 Oct 2024",
06:07,72.3 kg,1.0 kg,22.6,14.6 %,29.4 kg,4.2 kg,62.3 %,
" 30 Oct 2024",
06:17,73.3 kg,0.5 kg,22.9,15.4 %,29.7 kg,4.3 kg,61.7 %,
" 29 Oct 2024",
05:46,73.8 kg,0.0 kg,23,16.6 %,29.8 kg,4.2 kg,60.9 %,
